,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
840,443,TCP,HTTPS,840
841,443,TCP,HTTPS,841
842,443,TCP,HTTPS,842
843,443,TCP,HTTPS,843
844,443,TCP,HTTPS,844
845,443,TCP,HTTPS,845
846,443,TCP,HTTPS,846
847,443,TCP,HTTPS,847
848,443,TCP,HTTPS,848
849,443,TCP,HTTPS,849
850,443,TCP,HTTPS,850
851,443,TCP,HTTPS,851
852,443,TCP,HTTPS,852
853,443,TCP,HTTPS,853
854,443,TCP,HTTPS,854
855,443,TCP,HTTPS,855
856,443,TCP,HTTPS,856
857,443,TCP,HTTPS,857
858,443,TCP,HTTPS,858
859,443,TCP,HTTPS,859
860,443,TCP,HTTPS,860
861,443,TCP,HTTPS,861
862,443,TCP,HTTPS,862
863,443,TCP,HTTPS,863
864,443,TCP,HTTPS,864
865,443,TCP,HTTPS,865
866,443,TCP,HTTPS,866
867,443,TCP,HTTPS,867
868,443,TCP,HTTPS,868
869,443,TCP,HTTPS,869
870,443,TCP,HTTPS,870
871,443,TCP,HTTPS,871
