Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,1344,UDP,RDP,0
1,53,UDP,HTTP,1
2,443,UDP,HTTPS,2
3,443,TCP,HTTPS,3
4,443,TCP,HTTPS,4
5,443,TCP,HTTPS,5
6,443,TCP,HTTPS,6
7,443,TCP,HTTPS,7
8,443,TCP,HTTPS,8
9,443,TCP,HTTPS,9
10,587,TCP,PGSQL,10
11,443,TCP,HTTPS,11
12,500,UDP,DNS,12
13,23,UDP,SIP,13
14,443,TCP,HTTPS,14
15,137,TCP,MDS,15
16,443,TCP,HTTPS,16
17,53,UDP,DNS,17
18,443,TCP,UBIQUITY,18
19,3128,TCP,HTTP,19
20,5060,TCP,MDS,20
21,80,UDP,IRDMI,21
22,21,TCP,FTP,22
23,443,TCP,HTTP,23
24,443,TCP,HTTPS,24
25,1433,TCP,PGSQL,25
26,443,TCP,HTTPS,26
27,443,UDP,HTTPS,27
28,8080,TCP,ZABBIX,28
29,500,UDP,FTP,29
30,1433,TCP,DAAPD,30
31,1433,TCP,HTTPS,31
32,23,TCP,DNS,32
33,3128,UDP,ICAP,33
34,6969,UDP,DAAPD,34
35,443,TCP,HTTPS,35
36,21,TCP,IMAP4,36
37,443,TCP,HTTPS,37
38,5432,UDP,ISAKMP,38
39,443,TCP,HTTPS,39
40,3128,TCP,HTTPS,40
41,443,TCP,HTTPS,41
42,993,UDP,RDP,42
43,443,TCP,HTTPS,43
44,443,TCP,HTTPS,44
45,5432,UDP,ICAP,45
46,5060,UDP,DAAPD,46
47,443,TCP,HTTPS,47
48,3389,TCP,SSH,48
49,993,TCP,HTTP,49
50,161,TCP,VNC,50
51,80,TCP,HTTP,51
52,1433,TCP,ZABBIX,52
53,443,TCP,HTTPS,53
54,443,TCP,HTTPS,54
55,443,TCP,HTTPS,55
56,587,UDP,HTTP,56
57,161,UDP,UBIQUITY,57
58,5432,UDP,ISAKMP,58
59,443,TCP,HTTPS,59
