Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,500,TCP,HPSERVICE,0
1,3128,TCP,IMAP4,1
2,443,TCP,HTTPS,2
3,443,TCP,HTTPS,3
4,993,TCP,ISAKMP,4
5,443,TCP,HTTPS,5
6,993,TCP,MDS,6
7,161,TCP,MSSQL,7
8,53,TCP,DNS,8
9,443,TCP,IRDMI,9
10,587,TCP,PGSQL,10
11,443,TCP,HTTPS,11
12,443,TCP,HTTPS,12
13,8080,TCP,ZABBIX,13
14,443,TCP,HTTPS,14
15,53,UDP,DNS,15
16,3389,UDP,RDP,16
17,22,TCP,HTTP,17
18,53,UDP,DNS,18
19,443,TCP,HTTPS,19
20,80,TCP,HTTP,20
21,8000,TCP,ICAP,21
22,80,TCP,HTTP,22
23,443,TCP,HTTPS,23
24,1344,TCP,UBIQUITY,24
25,443,TCP,HTTPS,25
26,443,TCP,HTTPS,26
27,21,TCP,FTP,27
28,443,TCP,HTTPS,28
29,443,TCP,HTTPS,29
30,80,TCP,HTTP,30
31,5222,TCP,EMS,31
32,5222,TCP,ICAP,32
33,443,TCP,HTTPS,33
34,80,TCP,HTTP,34
35,443,TCP,HTTPS,35
36,445,UDP,HTTP,36
37,443,TCP,HTTPS,37
38,443,TCP,HTTPS,38
39,3389,UDP,ZABBIX,39
40,53,UDP,DNS,40
41,21,TCP,FTP,41
42,80,UDP,DAAPD,42
43,443,TCP,HTTPS,43
44,3128,TCP,HTTP,44
45,443,TCP,HTTPS,45
46,8000,TCP,UBIQUITY,46
47,8000,UDP,NETBIOS,47
48,443,TCP,HTTPS,48
49,6969,UDP,SNMP,49
50,443,TCP,HTTPS,50
51,443,TCP,HTTPS,51
52,3689,TCP,SSH,52
53,53,UDP,DNS,53
54,5432,TCP,ACMSODA,54
55,80,TCP,HTTP,55
56,80,TCP,HTTPS,56
57,443,TCP,HTTPS,57
58,1433,UDP,ZABBIX,58
59,1344,UDP,SSH,59
60,137,UDP,XMPP,60
61,5222,TCP,XMPP,61
62,22,UDP,IMAP4,62
63,21,TCP,FTP,63
64,443,TCP,HTTPS,64
65,80,TCP,HTTP,65
66,80,TCP,HPSERVICE,66
67,3689,TCP,ICAP,67
68,53,UDP,DNS,68
69,443,TCP,HTTPS,69
70,443,TCP,HTTPS,70
71,443,TCP,HTTPS,71
72,443,TCP,HTTPS,72
73,443,TCP,HTTPS,73
74,22,UDP,SIP,74
75,443,UDP,HTTPS,75
76,443,TCP,HTTPS,76
77,3128,TCP,HTTP,77
78,5222,UDP,RDP,78
79,161,TCP,IRDMI,79
80,445,TCP,MDS,80
81,443,TCP,HTTPS,81
82,3389,UDP,IRDMI,82
83,5060,TCP,NETBIOS,83
84,80,TCP,HTTP,84
85,445,TCP,TELNET,85
86,443,TCP,HTTPS,86
87,443,TCP,HTTPS,87
88,161,UDP,SNMP,88
89,445,TCP,PGSQL,89
90,443,TCP,HTTPS,90
91,443,TCP,HTTPS,91
92,53,UDP,DNS,92
93,80,TCP,FTP,93
94,500,TCP,PGSQL,94
95,21,TCP,FTP,95
96,443,TCP,HTTPS,96
97,8080,UDP,ZABBIX,97
98,21,TCP,FTP,98
99,53,UDP,DNS,99
100,23,UDP,SIP,100
101,443,TCP,HTTPS,101
102,500,UDP,XMPP,102
103,587,UDP,FTP,103
104,5061,UDP,SNMP,104
105,443,TCP,HTTPS,105
106,993,TCP,IMAP4,106
107,5222,UDP,ZABBIX,107
108,443,TCP,HTTPS,108
109,80,TCP,HTTPS,109
110,23,TCP,IMAP4,110
111,53,UDP,DNS,111
112,443,TCP,HTTPS,112
113,443,TCP,HTTPS,113
114,5060,TCP,HTTPS,114
115,993,UDP,DAAPD,115
116,443,TCP,HTTPS,116
117,23,TCP,HPSERVICE,117
118,443,TCP,HTTPS,118
119,445,TCP,SSH,119
120,443,TCP,HTTPS,120
121,21,UDP,MSSQL,121
122,443,TCP,HTTPS,122
123,443,TCP,HTTPS,123
124,443,TCP,HTTPS,124
125,443,TCP,HTTPS,125
126,443,TCP,HTTPS,126
127,443,TCP,HTTPS,127
128,443,TCP,IMAP4,128
129,80,TCP,HTTP,129
130,443,TCP,HTTPS,130
131,443,TCP,HTTPS,131
132,161,TCP,IRDMI,132
133,443,TCP,HTTPS,133
134,443,TCP,HTTPS,134
135,443,TCP,HTTPS,135
136,587,UDP,HTTP,136
137,1344,UDP,HTTP,137
138,5222,TCP,HTTPS,138
139,443,TCP,HTTPS,139
140,443,TCP,HTTPS,140
141,443,TCP,HTTPS,141
142,443,UDP,HTTPS,142
143,21,TCP,FTP,143
144,5900,UDP,NETBIOS,144
145,3389,TCP,SSH,145
146,5900,UDP,FTP,146
147,587,TCP,ZABBIX,147
148,5060,TCP,NETBIOS,148
149,53,UDP,DNS,149
150,443,TCP,HTTPS,150
151,443,TCP,HTTPS,151
152,5060,TCP,MDS,152
153,443,TCP,HTTPS,153
154,443,TCP,HTTPS,154
155,443,TCP,HTTPS,155
156,443,TCP,HTTPS,156
157,587,TCP,MDS,157
158,443,UDP,HTTPS,158
159,443,TCP,HTTPS,159
160,53,UDP,DNS,160
161,53,TCP,DNS,161
162,3128,TCP,HTTP,162
163,443,TCP,HTTPS,163
164,443,TCP,HTTPS,164
165,500,UDP,DAAPD,165
166,6969,TCP,ZABBIX,166
167,443,TCP,HTTPS,167
168,443,TCP,RDP,168
169,443,TCP,HTTPS,169
170,1433,TCP,ISAKMP,170
171,443,TCP,HTTPS,171
172,80,TCP,HTTP,172
173,443,TCP,HTTPS,173
174,443,TCP,HTTPS,174
175,161,UDP,DNS,175
176,3389,UDP,RDP,176
177,8080,UDP,ACMSODA,177
178,443,TCP,HTTPS,178
179,80,UDP,HTTP,179
180,443,TCP,HTTPS,180
181,443,TCP,HTTPS,181
182,80,UDP,HTTP,182
183,5432,UDP,RDP,183
184,443,TCP,HTTPS,184
185,53,UDP,DNS,185
186,3389,TCP,IRDMI,186
187,3128,UDP,ZABBIX,187
188,21,TCP,DAAPD,188
189,443,TCP,HTTPS,189
190,80,UDP,HTTP,190
191,443,TCP,HTTPS,191
192,1433,UDP,ZABBIX,192
193,443,TCP,HTTPS,193
194,5060,TCP,NETBIOS,194
195,443,TCP,HTTPS,195
196,5222,UDP,ACMSODA,196
197,443,TCP,HTTPS,197
198,53,UDP,DNS,198
199,138,UDP,HPSERVICE,199
200,3389,TCP,HTTPS,200
201,443,TCP,HTTPS,201
202,443,TCP,HTTPS,202
203,443,TCP,HTTPS,203
204,10051,TCP,ZABBIX,204
