Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,3689,TCP,SIP,0
1,53,UDP,DNS,1
2,80,TCP,HTTP,2
3,80,TCP,HTTP,3
4,53,UDP,DNS,4
5,80,UDP,HTTP,5
6,1433,TCP,PGSQL,6
7,21,TCP,FTP,7
8,5060,TCP,ACMSODA,8
9,443,TCP,HTTPS,9
10,80,TCP,HPSERVICE,10
11,443,TCP,HTTPS,11
12,443,TCP,HTTPS,12
13,443,TCP,HTTPS,13
14,53,UDP,DNS,14
15,500,TCP,SIP,15
16,443,TCP,HTTPS,16
17,443,TCP,HTTPS,17
18,443,TCP,HTTPS,18
19,443,TCP,HTTPS,19
20,500,TCP,ICAP,20
21,10001,UDP,DAAPD,21
22,6969,TCP,ZABBIX,22
23,10001,TCP,ISAKMP,23
24,587,TCP,PGSQL,24
25,21,UDP,HTTPS,25
26,1433,TCP,VNC,26
27,3689,TCP,TELNET,27
28,1433,TCP,SSH,28
29,5432,UDP,DNS,29
30,53,UDP,HTTP,30
31,5900,UDP,DAAPD,31
32,137,UDP,XMPP,32
33,3128,UDP,ZABBIX,33
34,443,TCP,HTTPS,34
35,443,TCP,HTTPS,35
36,500,TCP,SSH,36
37,443,TCP,HTTPS,37
38,443,TCP,HTTPS,38
39,443,TCP,HTTPS,39
40,443,TCP,HTTPS,40
41,443,TCP,HTTPS,41
42,443,TCP,HTTPS,42
43,443,TCP,HTTPS,43
44,443,TCP,HTTPS,44
45,53,UDP,DNS,45
46,21,TCP,EMS,46
47,443,TCP,HTTPS,47
48,443,TCP,HTTPS,48
49,23,TCP,HPSERVICE,49
50,80,TCP,HTTP,50
51,443,TCP,HTTPS,51
52,8000,TCP,UBIQUITY,52
53,443,TCP,HTTPS,53
54,80,TCP,HTTP,54
55,445,TCP,RDP,55
56,1433,UDP,SSH,56
57,500,UDP,RDP,57
58,8080,UDP,ISAKMP,58
59,53,UDP,NETBIOS,59
60,443,TCP,HTTPS,60
61,80,UDP,SNMP,61
62,443,TCP,HTTPS,62
63,993,TCP,IMAP4,63
64,443,TCP,HTTPS,64
65,443,TCP,HTTPS,65
66,5900,TCP,MSSQL,66
67,21,TCP,FTP,67
68,53,UDP,DNS,68
69,443,TCP,HTTPS,69
70,8080,UDP,ICAP,70
71,21,TCP,FTP,71
72,161,UDP,UBIQUITY,72
73,443,TCP,HTTPS,73
74,23,TCP,HPSERVICE,74
75,443,TCP,HTTPS,75
76,21,TCP,FTP,76
77,9100,TCP,MDS,77
78,443,TCP,HTTPS,78
79,5061,TCP,ACMSODA,79
80,80,TCP,HTTP,80
81,161,TCP,RDP,81
82,80,TCP,HTTP,82
83,53,UDP,DNS,83
84,10001,UDP,NETBIOS,84
85,443,TCP,HTTPS,85
86,5060,UDP,RDP,86
87,445,TCP,IRDMI,87
88,3389,UDP,SNMP,88
89,53,UDP,DNS,89
90,445,UDP,DNS,90
91,5900,TCP,TELNET,91
92,993,UDP,TELNET,92
93,3689,UDP,VNC,93
94,443,TCP,HTTPS,94
95,993,UDP,FTP,95
96,80,TCP,HTTP,96
97,5061,TCP,XMPP,97
98,443,TCP,HTTPS,98
99,443,TCP,HTTPS,99
100,443,TCP,HTTPS,100
101,993,UDP,TELNET,101
102,443,UDP,HTTPS,102
103,22,UDP,SIP,103
104,5432,UDP,DNS,104
105,3689,TCP,ICAP,105
106,443,TCP,HTTPS,106
107,443,TCP,HTTPS,107
108,53,UDP,DNS,108
109,53,UDP,DNS,109
110,443,TCP,HTTPS,110
111,3689,TCP,HTTP,111
112,443,TCP,HTTPS,112
113,443,TCP,HTTPS,113
114,445,TCP,TELNET,114
115,993,UDP,HPSERVICE,115
116,443,TCP,HTTPS,116
117,443,TCP,HTTPS,117
118,1344,TCP,SNMP,118
119,5222,TCP,XMPP,119
120,443,TCP,HTTPS,120
121,5900,UDP,SIP,121
122,5060,TCP,IMAP4,122
123,443,TCP,HTTPS,123
124,443,TCP,HTTPS,124
125,80,TCP,HTTP,125
126,53,UDP,DNS,126
127,443,TCP,HTTPS,127
128,3689,TCP,TELNET,128
129,443,TCP,HTTPS,129
130,443,TCP,HTTPS,130
131,6969,UDP,DNS,131
132,443,TCP,HTTPS,132
133,1433,UDP,ZABBIX,133
134,80,TCP,HTTP,134
135,5222,TCP,SNMP,135
136,1433,UDP,ZABBIX,136
137,500,UDP,NETBIOS,137
138,443,TCP,HTTPS,138
139,443,TCP,HTTPS,139
140,161,UDP,PGSQL,140
141,443,TCP,HTTPS,141
142,9100,UDP,SNMP,142
143,443,TCP,HTTPS,143
144,6969,UDP,ACMSODA,144
145,993,UDP,MDS,145
146,9100,UDP,VNC,146
147,443,TCP,HTTPS,147
148,993,UDP,TELNET,148
149,443,TCP,HTTPS,149
150,443,TCP,HTTPS,150
151,443,TCP,HTTPS,151
152,1344,UDP,PGSQL,152
153,443,TCP,HTTPS,153
154,137,UDP,HTTPS,154
155,5060,UDP,TELNET,155
156,53,UDP,HTTP,156
157,1433,TCP,SSH,157
158,443,TCP,HTTPS,158
159,443,TCP,HPSERVICE,159
160,443,UDP,HTTPS,160
