Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,587,UDP,PGSQL,0
1,53,UDP,DNS,1
2,9100,UDP,IRDMI,2
3,443,TCP,HTTPS,3
4,443,TCP,HTTPS,4
5,443,TCP,HTTPS,5
6,443,TCP,HTTPS,6
7,443,TCP,HTTPS,7
8,443,TCP,HTTPS,8
9,443,TCP,HTTPS,9
10,3128,TCP,IMAP4,10
11,443,TCP,HTTPS,11
12,53,UDP,DNS,12
13,443,TCP,HTTPS,13
14,443,TCP,HTTPS,14
15,443,TCP,HTTPS,15
16,1344,TCP,TELNET,16
17,443,UDP,MDS,17
18,80,TCP,HTTP,18
19,443,TCP,HTTPS,19
20,21,TCP,FTP,20
21,443,UDP,ICAP,21
22,443,TCP,HTTPS,22
23,443,TCP,HTTPS,23
24,5060,TCP,IRDMI,24
25,443,TCP,HTTPS,25
26,5222,TCP,XMPP,26
27,5900,UDP,SIP,27
28,53,TCP,DNS,28
29,53,UDP,DNS,29
30,443,TCP,HTTPS,30
31,21,TCP,EMS,31
32,443,TCP,HTTPS,32
33,443,UDP,ISAKMP,33
34,443,UDP,HTTPS,34
35,443,TCP,HTTPS,35
36,443,TCP,HTTPS,36
37,443,TCP,HTTPS,37
38,5900,UDP,SIP,38
39,443,TCP,HTTPS,39
40,443,TCP,HTTPS,40
41,443,TCP,HTTPS,41
42,53,UDP,DNS,42
43,443,TCP,HTTPS,43
44,443,TCP,HTTPS,44
45,53,UDP,DNS,45
46,53,UDP,DNS,46
47,587,TCP,RDP,47
48,80,TCP,HTTP,48
49,22,TCP,UBIQUITY,49
50,3689,TCP,HTTP,50
51,10051,TCP,ZABBIX,51
52,443,TCP,HTTPS,52
53,443,TCP,HTTPS,53
54,443,TCP,HTTPS,54
55,443,TCP,HTTPS,55
56,10051,UDP,SIP,56
57,10051,UDP,RDP,57
58,5061,UDP,TELNET,58
59,443,TCP,HTTPS,59
60,443,TCP,HTTPS,60
61,443,TCP,HTTPS,61
62,443,TCP,HTTPS,62
63,443,TCP,HTTPS,63
64,443,TCP,HTTPS,64
65,443,TCP,HTTPS,65
66,443,TCP,HTTPS,66
67,443,TCP,HTTPS,67
68,443,TCP,HTTPS,68
69,443,TCP,HTTPS,69
70,21,TCP,FTP,70
71,3689,UDP,FTP,71
72,443,TCP,HTTPS,72
73,8080,TCP,FTP,73
74,5222,UDP,SSH,74
75,443,TCP,HTTPS,75
76,80,TCP,HTTP,76
77,443,TCP,HTTPS,77
78,3689,UDP,MDS,78
79,53,UDP,DNS,79
80,5060,UDP,FTP,80
81,443,TCP,HTTPS,81
82,443,TCP,HTTPS,82
83,80,TCP,PGSQL,83
84,161,TCP,FTP,84
85,443,TCP,HTTPS,85
86,10001,UDP,TELNET,86
87,1433,TCP,MSSQL,87
88,80,UDP,HTTP,88
89,21,UDP,SIP,89
90,53,TCP,DNS,90
91,443,TCP,HTTPS,91
92,443,TCP,HTTPS,92
93,993,UDP,TELNET,93
94,443,UDP,HTTPS,94
95,443,TCP,HTTPS,95
96,80,TCP,HTTP,96
97,443,TCP,DNS,97
98,443,TCP,HTTPS,98
99,8080,UDP,EMS,99
100,443,TCP,HTTPS,100
101,53,UDP,ISAKMP,101
102,5222,UDP,SSH,102
103,443,TCP,HTTPS,103
104,22,UDP,ACMSODA,104
105,445,UDP,DAAPD,105
106,10001,TCP,ZABBIX,106
107,443,TCP,HTTPS,107
108,21,UDP,RDP,108
109,993,UDP,DAAPD,109
110,443,TCP,HTTPS,110
111,443,TCP,HTTPS,111
112,443,TCP,HTTPS,112
113,443,TCP,HTTPS,113
114,80,UDP,HTTP,114
115,993,UDP,TELNET,115
116,80,TCP,HTTP,116
117,443,TCP,HTTPS,117
118,443,TCP,HTTPS,118
119,80,TCP,HTTP,119
120,443,TCP,HTTPS,120
121,443,TCP,HTTPS,121
122,5061,UDP,TELNET,122
123,443,TCP,HTTPS,123
124,443,TCP,HTTPS,124
125,10051,TCP,ZABBIX,125
126,443,TCP,HTTPS,126
127,443,TCP,HTTPS,127
128,443,TCP,HTTPS,128
129,587,UDP,IRDMI,129
130,1433,TCP,PGSQL,130
131,21,TCP,FTP,131
132,21,UDP,HTTPS,132
133,443,TCP,HTTPS,133
134,443,TCP,HTTPS,134
135,443,TCP,HTTPS,135
136,5432,TCP,ACMSODA,136
137,21,TCP,FTP,137
138,443,TCP,HTTPS,138
139,443,TCP,HTTPS,139
140,80,TCP,HTTP,140
141,443,TCP,HTTPS,141
142,3689,UDP,HPSERVICE,142
143,10001,UDP,ICAP,143
144,443,TCP,HTTPS,144
145,53,UDP,DNS,145
146,53,UDP,DNS,146
147,21,TCP,EMS,147
148,161,TCP,IRDMI,148
149,80,TCP,HTTP,149
150,443,TCP,HTTPS,150
151,443,TCP,HTTPS,151
152,443,TCP,HTTPS,152
153,443,TCP,HTTPS,153
154,3128,TCP,HTTP,154
155,443,TCP,HTTPS,155
156,443,TCP,HTTPS,156
157,5222,UDP,ICAP,157
158,161,UDP,UBIQUITY,158
159,443,TCP,HTTPS,159
160,443,TCP,HTTPS,160
161,500,TCP,ICAP,161
162,1344,TCP,TELNET,162
163,9100,TCP,RDP,163
164,443,TCP,HTTPS,164
165,443,TCP,HTTPS,165
166,443,TCP,HTTPS,166
167,443,TCP,HTTPS,167
168,1344,TCP,NETBIOS,168
169,443,TCP,HTTPS,169
170,53,UDP,DNS,170
171,21,UDP,HTTPS,171
172,443,TCP,HTTPS,172
173,443,TCP,HTTPS,173
174,443,TCP,HTTPS,174
175,443,TCP,HTTPS,175
176,443,TCP,HTTPS,176
177,443,TCP,HTTPS,177
178,443,UDP,HTTPS,178
179,5432,UDP,HTTPS,179
180,5222,TCP,NETBIOS,180
181,443,TCP,HTTPS,181
182,21,UDP,ACMSODA,182
183,10001,UDP,ICAP,183
184,21,TCP,EMS,184
185,443,TCP,HTTPS,185
186,1344,TCP,NETBIOS,186
187,443,TCP,HTTPS,187
188,443,TCP,HTTPS,188
189,443,TCP,HTTPS,189
190,445,UDP,HTTPS,190
191,23,UDP,SIP,191
192,445,TCP,EMS,192
193,587,UDP,IRDMI,193
194,443,TCP,HTTPS,194
195,443,TCP,HTTPS,195
196,443,TCP,HTTPS,196
197,21,TCP,FTP,197
198,443,TCP,HTTPS,198
199,443,TCP,HTTPS,199
200,443,TCP,HTTPS,200
201,443,TCP,HTTPS,201
202,443,TCP,HTTPS,202
203,443,TCP,HTTPS,203
204,22,UDP,SIP,204
