Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,1344,TCP,HPSERVICE,0
1,53,UDP,DNS,1
2,443,TCP,HTTPS,2
3,5432,UDP,IMAP4,3
4,5222,UDP,ICAP,4
5,443,TCP,HTTPS,5
6,5222,TCP,XMPP,6
7,443,TCP,HTTPS,7
8,443,TCP,HTTPS,8
9,161,TCP,DAAPD,9
10,443,TCP,HTTPS,10
11,53,UDP,DNS,11
12,443,TCP,HTTPS,12
13,443,TCP,HTTPS,13
14,443,TCP,HTTPS,14
15,53,UDP,DNS,15
16,443,TCP,HTTPS,16
17,443,TCP,HTTPS,17
18,53,UDP,DNS,18
19,443,TCP,HTTPS,19
20,161,TCP,IMAP4,20
21,10001,UDP,SSH,21
22,443,TCP,HTTPS,22
23,8000,TCP,UBIQUITY,23
24,443,UDP,HTTPS,24
25,443,TCP,HTTPS,25
26,80,TCP,HTTP,26
27,53,UDP,DNS,27
28,443,TCP,HTTPS,28
29,443,TCP,HTTPS,29
30,443,TCP,HTTPS,30
31,3128,TCP,IMAP4,31
32,6969,TCP,ACMSODA,32
33,443,TCP,HTTPS,33
34,3689,TCP,ICAP,34
35,23,UDP,IRDMI,35
36,53,UDP,DNS,36
37,80,TCP,HTTP,37
38,443,TCP,HTTPS,38
39,3128,TCP,HPSERVICE,39
40,443,TCP,HTTPS,40
41,443,TCP,HTTPS,41
42,443,TCP,HTTPS,42
43,443,TCP,HTTPS,43
44,443,TCP,HTTPS,44
45,80,UDP,SIP,45
46,500,TCP,DNS,46
47,53,UDP,DNS,47
48,443,TCP,HTTPS,48
49,53,UDP,DNS,49
50,443,TCP,HTTPS,50
51,443,TCP,HTTPS,51
52,5432,TCP,SSH,52
53,443,TCP,HTTPS,53
54,443,TCP,HTTPS,54
55,443,TCP,HTTPS,55
56,443,TCP,HTTPS,56
57,443,TCP,HTTPS,57
58,3389,TCP,SSH,58
59,8000,TCP,UBIQUITY,59
60,53,UDP,DNS,60
61,443,TCP,HTTPS,61
62,443,TCP,HTTPS,62
63,443,TCP,HTTPS,63
64,80,TCP,HTTP,64
65,443,TCP,HTTPS,65
66,1433,UDP,EMS,66
67,9100,UDP,SNMP,67
68,53,UDP,DNS,68
