Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,22,TCP,MSSQL,0
1,3128,TCP,HTTP,1
2,80,TCP,HTTP,2
3,3128,TCP,IMAP4,3
4,53,UDP,DNS,4
5,53,UDP,DNS,5
6,21,TCP,FTP,6
7,5060,TCP,ACMSODA,7
8,443,TCP,HTTPS,8
9,80,TCP,HTTP,9
10,443,TCP,HTTPS,10
11,443,TCP,HTTPS,11
12,443,TCP,HTTPS,12
13,3389,TCP,MSSQL,13
14,443,TCP,HTTPS,14
15,443,TCP,HTTPS,15
16,443,TCP,HTTPS,16
17,443,TCP,HTTPS,17
18,443,TCP,HTTPS,18
19,10051,TCP,ZABBIX,19
20,443,TCP,HTTPS,20
21,993,TCP,IMAP4,21
22,138,TCP,UBIQUITY,22
23,5900,TCP,SNMP,23
24,5900,TCP,PGSQL,24
25,5900,UDP,EMS,25
26,443,TCP,HTTPS,26
27,443,TCP,HTTPS,27
28,161,TCP,RDP,28
29,443,UDP,HTTPS,29
30,443,UDP,HTTPS,30
31,443,TCP,HTTPS,31
32,443,UDP,MDS,32
33,443,UDP,HTTPS,33
34,443,TCP,HTTPS,34
35,443,TCP,HTTPS,35
36,443,TCP,HTTPS,36
37,443,TCP,HTTPS,37
38,443,TCP,HTTPS,38
39,443,TCP,HTTPS,39
40,443,TCP,HTTPS,40
41,5222,TCP,FTP,41
42,443,TCP,HTTPS,42
43,443,TCP,HTTPS,43
44,80,TCP,HTTP,44
45,5222,UDP,ZABBIX,45
46,3128,TCP,HTTP,46
47,443,TCP,HTTPS,47
48,1344,TCP,TELNET,48
49,443,TCP,HTTPS,49
50,80,TCP,HTTP,50
51,138,TCP,MSSQL,51
52,443,TCP,HTTPS,52
53,443,TCP,HTTPS,53
54,443,TCP,HTTPS,54
55,443,TCP,HTTPS,55
56,443,TCP,HTTPS,56
57,1433,UDP,EMS,57
58,443,TCP,HTTPS,58
59,21,TCP,FTP,59
60,443,TCP,HTTPS,60
61,21,TCP,FTP,61
62,443,TCP,HTTPS,62
63,80,TCP,HTTP,63
64,443,TCP,HTTPS,64
65,21,TCP,FTP,65
66,443,TCP,HTTPS,66
67,443,TCP,HTTPS,67
68,8000,UDP,SIP,68
69,443,TCP,DAAPD,69
70,80,TCP,HTTP,70
71,5900,TCP,MSSQL,71
72,5900,UDP,EMS,72
73,3689,TCP,HTTP,73
74,443,TCP,HTTPS,74
75,443,TCP,HTTPS,75
76,3689,TCP,SSH,76
77,443,TCP,HTTPS,77
78,3128,TCP,HTTP,78
79,1433,TCP,VNC,79
80,443,TCP,HTTPS,80
81,443,TCP,HTTPS,81
82,443,TCP,HTTPS,82
83,53,UDP,DNS,83
84,443,TCP,HTTPS,84
85,443,TCP,HTTPS,85
86,443,TCP,HTTPS,86
87,443,TCP,HTTPS,87
88,53,UDP,ZABBIX,88
89,53,UDP,DNS,89
90,53,UDP,DNS,90
91,80,TCP,HTTP,91
92,5900,UDP,FTP,92
93,53,UDP,DNS,93
94,443,TCP,HTTPS,94
95,21,UDP,SIP,95
96,443,TCP,HTTPS,96
97,3689,TCP,SSH,97
98,443,TCP,HTTPS,98
99,443,TCP,HTTPS,99
100,5060,TCP,NETBIOS,100
101,53,UDP,XMPP,101
102,53,UDP,DNS,102
103,3128,UDP,ICAP,103
104,1433,UDP,ZABBIX,104
105,5222,TCP,XMPP,105
106,443,TCP,HTTPS,106
107,443,TCP,HTTPS,107
108,53,UDP,DNS,108
109,3128,UDP,ZABBIX,109
110,443,TCP,HTTPS,110
111,443,TCP,HTTPS,111
112,80,TCP,HTTP,112
113,443,TCP,HTTPS,113
114,8000,TCP,SSH,114
115,53,UDP,DNS,115
116,443,TCP,HTTPS,116
117,443,TCP,HTTPS,117
118,443,TCP,HTTPS,118
119,3128,TCP,HTTP,119
120,993,TCP,PGSQL,120
121,587,UDP,TELNET,121
122,443,TCP,HTTPS,122
123,8000,TCP,HTTPS,123
124,443,TCP,HTTPS,124
125,443,TCP,HTTPS,125
126,53,UDP,DNS,126
127,443,TCP,HTTPS,127
128,443,TCP,HTTPS,128
129,443,TCP,HTTPS,129
130,443,TCP,HTTPS,130
131,53,UDP,DNS,131
132,443,TCP,HTTPS,132
133,53,UDP,DNS,133
134,993,TCP,RDP,134
135,443,TCP,HTTPS,135
136,80,TCP,HTTP,136
137,5061,UDP,SNMP,137
138,443,TCP,HTTPS,138
139,443,TCP,HTTPS,139
140,53,UDP,DNS,140
141,443,TCP,HTTPS,141
142,443,UDP,IRDMI,142
143,443,TCP,HTTPS,143
144,443,TCP,HTTPS,144
145,3389,UDP,RDP,145
146,587,UDP,ICAP,146
147,23,TCP,IMAP4,147
148,53,UDP,DNS,148
149,80,TCP,HTTP,149
150,443,TCP,HTTPS,150
151,443,TCP,HTTPS,151
152,443,UDP,HTTPS,152
153,21,TCP,FTP,153
154,53,UDP,DNS,154
155,5432,UDP,MSSQL,155
156,80,UDP,XMPP,156
157,443,TCP,HTTPS,157
158,443,TCP,HTTPS,158
159,21,TCP,FTP,159
160,21,UDP,SIP,160
161,443,UDP,HTTPS,161
162,443,TCP,HTTPS,162
163,443,TCP,HTTPS,163
164,443,TCP,HTTPS,164
165,443,UDP,HTTPS,165
166,53,UDP,DNS,166
167,80,TCP,HTTP,167
168,443,TCP,HTTPS,168
169,993,UDP,FTP,169
170,138,UDP,IRDMI,170
171,21,TCP,FTP,171
172,443,TCP,HTTPS,172
173,80,TCP,HTTP,173
174,21,TCP,FTP,174
175,443,TCP,HTTPS,175
176,3128,UDP,ICAP,176
177,443,TCP,HTTPS,177
178,443,UDP,HTTPS,178
179,10001,TCP,MDS,179
180,443,UDP,HTTPS,180
181,443,UDP,HTTPS,181
182,443,TCP,HTTPS,182
183,23,UDP,SIP,183
184,443,TCP,HTTPS,184
185,3689,UDP,UBIQUITY,185
186,80,TCP,HTTP,186
187,5222,TCP,XMPP,187
188,53,UDP,DNS,188
189,5222,TCP,XMPP,189
190,53,TCP,SNMP,190
191,443,TCP,HTTPS,191
192,53,UDP,DNS,192
193,443,TCP,HTTPS,193
194,587,UDP,EMS,194
195,587,TCP,PGSQL,195
196,5222,TCP,XMPP,196
197,443,TCP,HTTPS,197
198,5060,UDP,NETBIOS,198
199,443,TCP,HTTPS,199
200,22,TCP,UBIQUITY,200
201,443,TCP,HTTPS,201
202,21,TCP,FTP,202
203,443,TCP,HTTPS,203
204,21,TCP,FTP,204
205,443,TCP,HTTPS,205
206,443,TCP,HTTPS,206
207,443,TCP,HTTPS,207
208,5222,TCP,XMPP,208
209,80,TCP,HTTP,209
210,443,TCP,HTTPS,210
211,443,TCP,HTTPS,211
212,443,TCP,HTTPS,212
213,8000,UDP,PGSQL,213
214,443,TCP,HTTPS,214
215,443,TCP,HTTPS,215
216,443,TCP,HTTPS,216
217,443,TCP,HTTPS,217
218,443,TCP,HTTPS,218
219,443,TCP,HTTPS,219
220,443,TCP,HTTPS,220
221,443,TCP,HTTPS,221
222,80,TCP,HTTP,222
223,3389,UDP,IRDMI,223
224,443,TCP,HTTPS,224
225,80,TCP,HTTP,225
226,993,TCP,DNS,226
227,443,TCP,HTTPS,227
228,443,TCP,HTTPS,228
229,443,TCP,HTTPS,229
230,443,TCP,HTTPS,230
231,443,TCP,HTTPS,231
232,3389,TCP,HPSERVICE,232
233,53,UDP,DNS,233
234,21,TCP,FTP,234
235,443,TCP,HTTPS,235
236,80,UDP,HTTP,236
237,53,TCP,MSSQL,237
238,3128,TCP,SNMP,238
239,5222,TCP,XMPP,239
240,443,TCP,HTTPS,240
241,443,TCP,HTTPS,241
242,443,TCP,HTTPS,242
243,443,TCP,HTTPS,243
244,443,TCP,HTTPS,244
245,500,TCP,UBIQUITY,245
246,443,TCP,HTTPS,246
247,443,TCP,HTTPS,247
248,443,TCP,HTTPS,248
249,445,UDP,IMAP4,249
250,8000,UDP,UBIQUITY,250
251,6969,TCP,IMAP4,251
252,443,UDP,HTTPS,252
253,21,TCP,FTP,253
254,443,TCP,HTTPS,254
255,53,UDP,DNS,255
256,443,TCP,HTTPS,256
257,5432,UDP,ISAKMP,257
258,443,TCP,HTTPS,258
259,5900,UDP,NETBIOS,259
260,443,TCP,HTTPS,260
261,5222,TCP,XMPP,261
262,21,TCP,HPSERVICE,262
263,443,TCP,HTTPS,263
264,993,UDP,RDP,264
265,443,TCP,HTTPS,265
266,443,TCP,HTTPS,266
267,5061,UDP,HTTPS,267
268,3128,UDP,ICAP,268
269,443,TCP,HTTPS,269
270,443,TCP,HTTPS,270
271,3389,UDP,SNMP,271
272,443,TCP,HTTPS,272
273,443,TCP,HTTPS,273
274,993,TCP,RDP,274
275,443,TCP,HTTPS,275
276,993,UDP,MDS,276
277,443,TCP,HTTPS,277
278,443,TCP,HTTPS,278
279,443,TCP,HTTPS,279
280,443,TCP,HTTPS,280
281,6969,UDP,ZABBIX,281
282,443,TCP,HTTPS,282
283,23,UDP,SIP,283
284,53,UDP,DNS,284
285,443,TCP,HTTPS,285
286,53,UDP,DNS,286
287,5432,UDP,ISAKMP,287
288,443,TCP,HTTPS,288
289,500,TCP,UBIQUITY,289
290,443,TCP,HTTPS,290
291,10001,UDP,UBIQUITY,291
292,443,TCP,HTTPS,292
293,80,TCP,HTTP,293
294,21,TCP,FTP,294
295,80,TCP,HTTP,295
296,443,TCP,HTTPS,296
297,21,TCP,FTP,297
298,21,TCP,FTP,298
299,6969,UDP,ACMSODA,299
300,53,UDP,DNS,300
301,80,TCP,HTTP,301
302,443,TCP,HTTPS,302
303,443,TCP,HTTPS,303
304,21,TCP,FTP,304
305,10051,TCP,ZABBIX,305
306,3389,TCP,NETBIOS,306
307,9100,UDP,SIP,307
308,443,TCP,HTTPS,308
309,443,TCP,HTTPS,309
310,138,TCP,VNC,310
311,443,TCP,HTTPS,311
312,6969,TCP,EMS,312
313,443,TCP,HTTPS,313
314,80,TCP,HTTP,314
315,443,TCP,HTTPS,315
316,80,TCP,HTTP,316
317,443,TCP,HTTPS,317
318,443,TCP,HTTPS,318
319,5060,TCP,HTTPS,319
320,8080,UDP,TELNET,320
321,443,TCP,HTTPS,321
322,3389,UDP,HTTPS,322
323,80,TCP,HTTP,323
324,23,UDP,TELNET,324
325,443,TCP,HTTPS,325
326,443,TCP,HTTPS,326
327,443,TCP,HTTPS,327
328,53,UDP,DNS,328
329,161,UDP,SNMP,329
330,993,TCP,RDP,330
331,443,TCP,HTTPS,331
332,443,UDP,DAAPD,332
333,443,TCP,HTTPS,333
334,443,TCP,HTTPS,334
335,3128,UDP,IRDMI,335
336,443,TCP,HTTPS,336
337,5900,UDP,NETBIOS,337
338,10051,TCP,ISAKMP,338
339,1433,UDP,HPSERVICE,339
340,443,TCP,HTTPS,340
341,53,UDP,NETBIOS,341
342,443,TCP,HTTPS,342
343,443,TCP,HTTPS,343
344,21,TCP,FTP,344
345,1344,TCP,NETBIOS,345
346,23,TCP,HPSERVICE,346
347,8080,UDP,TELNET,347
348,993,UDP,SNMP,348
349,443,TCP,HTTPS,349
350,1433,TCP,MDS,350
351,21,TCP,FTP,351
352,443,TCP,HTTPS,352
353,53,UDP,DNS,353
354,443,TCP,HTTPS,354
355,443,TCP,HTTPS,355
356,10001,TCP,ZABBIX,356
357,443,TCP,HTTPS,357
358,10051,TCP,ZABBIX,358
359,53,UDP,DNS,359
360,445,UDP,MDS,360
361,443,TCP,HTTPS,361
362,443,TCP,HTTPS,362
363,53,UDP,XMPP,363
364,21,TCP,IRDMI,364
365,21,TCP,FTP,365
366,443,TCP,HTTPS,366
367,443,TCP,HTTPS,367
368,21,TCP,FTP,368
369,443,TCP,HTTPS,369
370,443,TCP,HTTPS,370
371,443,TCP,HTTPS,371
372,443,TCP,HTTPS,372
373,443,TCP,HTTPS,373
374,443,TCP,HTTPS,374
375,443,TCP,HTTPS,375
376,443,TCP,HTTPS,376
377,21,TCP,FTP,377
378,53,UDP,DNS,378
379,21,TCP,FTP,379
380,1433,TCP,PGSQL,380
381,3128,UDP,ICAP,381
382,3389,TCP,IMAP4,382
383,53,UDP,DNS,383
384,443,TCP,HTTPS,384
385,443,TCP,HTTPS,385
386,161,UDP,SSH,386
387,443,TCP,HTTPS,387
388,21,TCP,FTP,388
389,445,TCP,SSH,389
390,443,UDP,HTTPS,390
391,53,UDP,DNS,391
392,443,TCP,HTTPS,392
393,443,TCP,HTTPS,393
394,443,TCP,HTTPS,394
395,3389,TCP,HTTPS,395
396,443,TCP,HTTPS,396
397,21,TCP,FTP,397
398,5432,TCP,ACMSODA,398
399,5222,TCP,XMPP,399
400,443,TCP,HTTPS,400
401,443,TCP,HTTPS,401
402,445,UDP,IMAP4,402
403,138,UDP,VNC,403
404,21,TCP,FTP,404
405,443,TCP,HTTPS,405
406,53,UDP,DNS,406
407,443,TCP,HTTPS,407
408,445,UDP,HTTP,408
409,53,UDP,DNS,409
410,53,UDP,DNS,410
411,443,TCP,HTTPS,411
412,80,TCP,HTTP,412
413,6969,TCP,ACMSODA,413
414,5900,TCP,RDP,414
415,443,TCP,HTTPS,415
416,443,TCP,RDP,416
417,443,TCP,HTTPS,417
418,443,TCP,HTTPS,418
419,21,TCP,FTP,419
420,443,TCP,HTTPS,420
421,443,TCP,HTTPS,421
422,3128,UDP,SNMP,422
423,443,TCP,HTTPS,423
424,443,TCP,HTTPS,424
425,10001,UDP,ZABBIX,425
426,21,TCP,FTP,426
427,443,TCP,HTTPS,427
428,443,TCP,HTTPS,428
429,443,TCP,HTTPS,429
430,443,TCP,HTTPS,430
431,443,TCP,HTTPS,431
432,445,UDP,SIP,432
433,53,UDP,DNS,433
434,10051,TCP,ISAKMP,434
435,443,TCP,HTTPS,435
436,443,TCP,HTTPS,436
437,443,TCP,HTTPS,437
438,5060,TCP,HPSERVICE,438
439,53,UDP,DNS,439
440,443,TCP,HTTPS,440
441,161,TCP,RDP,441
442,443,TCP,HTTPS,442
443,53,UDP,DNS,443
444,53,UDP,DNS,444
445,443,TCP,HTTPS,445
446,443,TCP,HTTPS,446
447,5432,UDP,MSSQL,447
448,53,UDP,DNS,448
449,53,UDP,DNS,449
450,443,TCP,HTTPS,450
451,443,TCP,HTTPS,451
452,443,UDP,HTTPS,452
453,443,TCP,HTTPS,453
454,5432,UDP,ACMSODA,454
455,443,TCP,HTTPS,455
456,443,TCP,HTTPS,456
457,161,UDP,SSH,457
458,443,TCP,HTTPS,458
459,443,TCP,HTTPS,459
460,443,TCP,HTTPS,460
461,587,UDP,TELNET,461
462,21,TCP,FTP,462
463,443,UDP,HTTPS,463
464,10051,UDP,VNC,464
465,443,TCP,HTTPS,465
466,443,TCP,HTTPS,466
467,53,UDP,DNS,467
468,443,TCP,HTTPS,468
469,5060,UDP,MSSQL,469
470,443,TCP,HTTPS,470
471,443,TCP,HTTPS,471
472,80,TCP,HTTP,472
473,587,UDP,TELNET,473
474,3128,UDP,ICAP,474
475,21,TCP,FTP,475
476,443,TCP,HTTPS,476
477,3689,TCP,HTTP,477
478,443,TCP,HTTPS,478
479,443,TCP,HTTPS,479
480,443,TCP,HTTPS,480
481,1433,TCP,VNC,481
482,80,TCP,HTTP,482
483,443,TCP,HTTPS,483
484,21,UDP,ICAP,484
485,21,TCP,FTP,485
486,80,TCP,HTTP,486
487,443,TCP,HTTPS,487
488,443,TCP,HTTPS,488
489,443,TCP,HTTPS,489
490,5432,UDP,RDP,490
491,3689,UDP,SNMP,491
492,3128,TCP,HTTP,492
493,443,TCP,HTTPS,493
494,993,UDP,TELNET,494
495,443,TCP,HTTPS,495
496,443,TCP,HTTPS,496
497,443,TCP,HTTPS,497
498,80,TCP,HTTP,498
499,587,UDP,XMPP,499
500,5222,TCP,XMPP,500
501,443,TCP,HTTPS,501
502,53,UDP,DNS,502
503,21,TCP,FTP,503
504,443,TCP,HTTPS,504
505,443,UDP,HTTPS,505
