Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,443,TCP,HTTPS,0
1,443,TCP,HTTPS,1
2,10051,TCP,ZABBIX,2
3,443,TCP,HTTPS,3
4,443,TCP,HTTPS,4
5,443,TCP,HTTPS,5
6,443,TCP,HTTPS,6
7,443,TCP,HTTPS,7
8,443,TCP,HTTPS,8
9,443,TCP,HTTPS,9
10,443,TCP,HTTPS,10
11,80,TCP,HTTP,11
12,443,TCP,HTTPS,12
13,53,UDP,DNS,13
14,443,TCP,HTTPS,14
15,443,TCP,HTTPS,15
16,443,TCP,HTTPS,16
17,443,TCP,HTTPS,17
18,443,TCP,HTTPS,18
19,443,TCP,HTTPS,19
20,80,TCP,HTTP,20
21,443,UDP,HTTPS,21
22,9100,TCP,HPSERVICE,22
23,443,TCP,HTTPS,23
24,53,UDP,DNS,24
25,3128,UDP,XMPP,25
26,443,TCP,HTTPS,26
27,443,TCP,HTTPS,27
28,443,TCP,HTTPS,28
29,161,UDP,SNMP,29
30,22,TCP,SSH,30
31,443,TCP,HTTPS,31
32,53,UDP,DNS,32
33,443,TCP,HTTPS,33
34,443,TCP,HTTPS,34
35,80,TCP,HTTP,35
36,443,TCP,HTTPS,36
37,53,UDP,DNS,37
38,443,TCP,HTTPS,38
39,21,TCP,FTP,39
40,53,UDP,DNS,40
41,80,TCP,HTTP,41
42,443,TCP,HTTPS,42
43,443,TCP,HTTPS,43
44,80,TCP,HTTP,44
45,443,TCP,HTTPS,45
46,53,UDP,DNS,46
47,80,TCP,HTTP,47
48,80,TCP,HTTP,48
49,80,TCP,HTTP,49
50,443,TCP,HTTPS,50
51,5222,TCP,XMPP,51
52,443,TCP,HTTPS,52
53,443,TCP,HTTPS,53
54,443,TCP,HTTPS,54
55,443,TCP,HTTPS,55
56,443,TCP,HTTPS,56
57,443,TCP,HTTPS,57
58,3128,TCP,HTTP,58
59,443,TCP,HTTPS,59
60,443,TCP,HTTPS,60
61,53,TCP,DNS,61
62,443,TCP,HTTPS,62
63,443,TCP,HTTPS,63
64,443,TCP,HTTPS,64
65,443,TCP,HTTPS,65
66,443,TCP,HTTPS,66
67,8000,TCP,VNC,67
68,53,UDP,DNS,68
69,443,TCP,HTTPS,69
70,53,UDP,DNS,70
71,10051,TCP,ZABBIX,71
72,443,TCP,HTTPS,72
73,443,TCP,HTTPS,73
74,10051,TCP,ZABBIX,74
75,443,TCP,HTTPS,75
76,443,UDP,HTTPS,76
77,443,TCP,HTTPS,77
78,5222,TCP,XMPP,78
79,443,TCP,HTTPS,79
80,53,UDP,DNS,80
81,443,TCP,HTTPS,81
82,443,TCP,HTTPS,82
83,443,TCP,HTTPS,83
84,5222,TCP,XMPP,84
85,53,UDP,DNS,85
86,80,TCP,HTTP,86
87,53,UDP,DNS,87
88,443,TCP,HTTPS,88
89,5432,TCP,SSH,89
90,80,TCP,HTTP,90
91,5222,UDP,SIP,91
92,21,TCP,FTP,92
93,443,TCP,HTTPS,93
94,21,TCP,FTP,94
95,443,TCP,HTTPS,95
96,53,UDP,DNS,96
97,443,TCP,HTTPS,97
98,80,TCP,HTTP,98
99,5061,TCP,MDS,99
100,443,TCP,HTTPS,100
101,5222,TCP,XMPP,101
102,443,UDP,HTTPS,102
103,443,TCP,HTTPS,103
104,3689,UDP,EMS,104
105,443,TCP,HTTPS,105
106,443,TCP,HTTPS,106
107,53,UDP,DNS,107
108,443,TCP,HTTPS,108
109,80,UDP,XMPP,109
110,443,TCP,HTTPS,110
111,443,TCP,HTTPS,111
112,53,UDP,DNS,112
113,443,TCP,HTTPS,113
114,443,TCP,HTTPS,114
115,443,TCP,HTTPS,115
116,5222,TCP,XMPP,116
117,53,UDP,DNS,117
118,3128,TCP,HTTP,118
119,443,TCP,HTTPS,119
120,443,TCP,HTTPS,120
121,443,TCP,HTTPS,121
122,443,TCP,HTTPS,122
123,443,TCP,HTTPS,123
124,53,UDP,DNS,124
125,80,TCP,HTTP,125
126,80,TCP,HTTP,126
127,53,UDP,DNS,127
128,443,TCP,HTTPS,128
129,443,TCP,HTTPS,129
130,443,TCP,HTTPS,130
131,5060,UDP,SIP,131
132,443,TCP,HTTPS,132
133,443,TCP,HTTPS,133
134,443,TCP,HTTPS,134
135,443,TCP,HTTPS,135
136,21,TCP,FTP,136
137,443,TCP,HTTPS,137
138,53,UDP,DNS,138
139,443,TCP,HTTPS,139
140,21,TCP,FTP,140
141,5222,TCP,XMPP,141
142,443,TCP,HTTPS,142
143,5222,TCP,XMPP,143
144,443,TCP,HTTPS,144
145,443,TCP,HTTPS,145
146,443,TCP,HTTPS,146
147,443,TCP,HTTPS,147
148,443,TCP,HTTPS,148
149,443,TCP,HTTPS,149
150,443,TCP,HTTPS,150
151,6969,UDP,ACMSODA,151
152,443,TCP,HTTPS,152
153,21,TCP,FTP,153
154,443,TCP,HTTPS,154
155,80,TCP,HTTP,155
156,443,TCP,HTTPS,156
157,21,TCP,FTP,157
158,53,UDP,DNS,158
159,138,UDP,HTTPS,159
160,80,TCP,HTTP,160
161,443,TCP,HTTPS,161
162,443,TCP,HTTPS,162
163,5222,UDP,UBIQUITY,163
164,443,TCP,HTTPS,164
165,443,TCP,HTTPS,165
166,443,TCP,HTTPS,166
167,443,TCP,HTTPS,167
168,443,TCP,HTTPS,168
169,443,TCP,HTTPS,169
170,443,TCP,HTTPS,170
171,53,UDP,DNS,171
172,443,TCP,HTTPS,172
173,443,TCP,HTTPS,173
174,443,TCP,HTTPS,174
175,443,TCP,HTTPS,175
176,443,TCP,HTTPS,176
177,21,TCP,FTP,177
178,443,TCP,HTTPS,178
179,443,TCP,HTTPS,179
180,443,TCP,HTTPS,180
181,443,TCP,HTTPS,181
182,80,TCP,HTTP,182
183,443,TCP,HTTPS,183
184,443,TCP,HTTPS,184
185,80,TCP,HTTP,185
186,443,TCP,HTTPS,186
187,5060,TCP,FTP,187
188,443,TCP,HTTPS,188
189,53,UDP,DNS,189
190,443,TCP,HTTPS,190
191,443,TCP,HTTPS,191
192,443,TCP,HTTPS,192
193,443,TCP,HTTPS,193
194,53,UDP,HTTP,194
195,443,UDP,HTTPS,195
196,80,TCP,RDP,196
197,443,TCP,HTTPS,197
198,80,TCP,HTTP,198
199,1344,UDP,RDP,199
200,53,UDP,DNS,200
201,443,TCP,HTTPS,201
202,443,UDP,HTTPS,202
203,443,TCP,HTTPS,203
204,80,TCP,HTTP,204
205,443,TCP,HTTPS,205
206,443,TCP,HTTPS,206
207,443,TCP,HTTPS,207
208,53,UDP,DNS,208
209,53,UDP,DNS,209
210,443,TCP,HTTPS,210
211,138,UDP,NETBIOS,211
212,443,TCP,HTTPS,212
213,443,TCP,HTTPS,213
214,443,TCP,HTTPS,214
215,443,TCP,HTTPS,215
216,443,TCP,HTTPS,216
217,53,UDP,DNS,217
218,53,UDP,DNS,218
219,443,TCP,HTTPS,219
220,3128,TCP,HTTP,220
221,993,TCP,IMAP4,221
222,443,TCP,HTTPS,222
223,443,TCP,HTTPS,223
224,443,TCP,HTTPS,224
225,10051,UDP,IRDMI,225
226,80,TCP,HTTP,226
227,53,UDP,DNS,227
228,6969,UDP,EMS,228
229,53,UDP,DNS,229
230,21,TCP,FTP,230
231,3128,TCP,HTTP,231
232,443,TCP,HTTPS,232
233,3128,TCP,HTTP,233
234,443,TCP,HTTPS,234
235,443,TCP,HTTPS,235
236,138,TCP,MSSQL,236
237,443,TCP,HTTPS,237
238,443,TCP,HTTPS,238
239,443,TCP,HTTPS,239
240,443,TCP,HTTPS,240
241,53,UDP,DNS,241
242,443,TCP,HTTPS,242
243,21,TCP,FTP,243
244,3128,TCP,HTTP,244
245,80,TCP,HTTP,245
246,443,TCP,HTTPS,246
247,6969,TCP,FTP,247
248,443,TCP,HTTPS,248
249,161,UDP,SNMP,249
250,443,TCP,HTTPS,250
251,53,UDP,DNS,251
252,21,TCP,FTP,252
253,53,UDP,DNS,253
254,443,TCP,HTTPS,254
255,443,UDP,HTTPS,255
256,443,TCP,HTTPS,256
257,443,TCP,HTTPS,257
258,443,TCP,HTTPS,258
259,443,TCP,HTTPS,259
260,443,TCP,HTTPS,260
261,53,UDP,DNS,261
262,443,TCP,HTTPS,262
263,443,TCP,HTTPS,263
264,443,UDP,HTTPS,264
265,443,TCP,HTTPS,265
266,443,TCP,HTTPS,266
267,8080,TCP,HTTP,267
268,443,TCP,HTTPS,268
269,443,TCP,HTTPS,269
270,21,TCP,FTP,270
271,443,TCP,HTTPS,271
272,443,TCP,HTTPS,272
273,80,TCP,HTTP,273
274,53,UDP,DNS,274
275,443,TCP,HTTPS,275
276,443,TCP,HTTPS,276
277,443,TCP,HTTPS,277
278,443,TCP,HTTPS,278
279,80,TCP,HTTP,279
280,53,UDP,DNS,280
281,53,UDP,DNS,281
282,5222,TCP,XMPP,282
283,80,TCP,HTTP,283
284,443,TCP,HTTPS,284
285,53,UDP,DNS,285
286,8000,TCP,SIP,286
287,443,TCP,HTTPS,287
288,443,TCP,HTTPS,288
289,443,TCP,HTTPS,289
290,443,TCP,HTTPS,290
291,443,TCP,HTTPS,291
292,443,TCP,HTTPS,292
293,443,TCP,HTTPS,293
294,443,TCP,HTTPS,294
295,80,TCP,HTTP,295
296,443,TCP,HTTPS,296
297,443,TCP,HTTPS,297
298,53,UDP,DNS,298
299,443,TCP,HTTPS,299
300,443,TCP,HTTPS,300
301,53,UDP,DNS,301
302,443,TCP,HTTPS,302
303,443,TCP,HTTPS,303
304,443,TCP,HTTPS,304
305,443,TCP,HTTPS,305
306,443,TCP,HTTPS,306
307,443,TCP,HTTPS,307
308,443,TCP,HTTPS,308
309,443,TCP,HTTPS,309
310,443,UDP,HTTPS,310
311,53,UDP,DNS,311
312,443,TCP,HTTPS,312
313,443,TCP,HTTPS,313
314,443,TCP,HTTPS,314
315,443,TCP,HTTPS,315
316,443,TCP,HTTPS,316
317,443,TCP,HTTPS,317
318,443,TCP,HTTPS,318
319,3689,UDP,EMS,319
320,443,TCP,HTTPS,320
321,443,TCP,HTTPS,321
322,443,TCP,HTTPS,322
323,3689,TCP,PGSQL,323
324,443,TCP,HTTPS,324
325,80,TCP,HTTP,325
326,443,TCP,HTTPS,326
327,443,TCP,HTTPS,327
328,443,TCP,HTTPS,328
329,80,TCP,HTTP,329
330,443,TCP,HTTPS,330
331,443,TCP,HTTPS,331
332,443,TCP,HTTPS,332
333,80,TCP,HTTP,333
334,443,TCP,HTTPS,334
335,5222,TCP,XMPP,335
336,443,TCP,HTTPS,336
337,6969,UDP,PGSQL,337
338,53,UDP,DNS,338
339,443,TCP,HTTPS,339
340,53,UDP,DNS,340
341,443,UDP,HTTPS,341
342,53,UDP,DNS,342
