Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,80,TCP,HTTP,0
1,443,TCP,HTTPS,1
2,443,TCP,HTTPS,2
3,8000,TCP,SIP,3
4,53,UDP,DNS,4
5,443,TCP,HTTPS,5
6,443,TCP,HTTPS,6
7,21,TCP,FTP,7
8,443,TCP,HTTPS,8
9,443,TCP,HTTPS,9
10,443,TCP,HTTPS,10
11,443,TCP,HTTPS,11
12,443,TCP,HTTPS,12
13,443,TCP,HTTPS,13
14,443,TCP,HTTPS,14
15,53,UDP,DNS,15
16,443,TCP,HTTPS,16
17,443,TCP,HTTPS,17
18,53,UDP,DNS,18
19,3128,TCP,HTTP,19
20,443,TCP,HTTPS,20
21,53,UDP,DNS,21
22,80,TCP,HTTP,22
23,443,TCP,HTTPS,23
24,443,UDP,HTTPS,24
25,443,TCP,HTTPS,25
26,443,TCP,HTTPS,26
27,443,TCP,HTTPS,27
28,21,TCP,FTP,28
29,443,TCP,HTTPS,29
30,443,TCP,HTTPS,30
31,443,TCP,HTTPS,31
32,443,TCP,HTTPS,32
33,80,TCP,HTTP,33
34,443,TCP,HTTPS,34
35,53,UDP,DNS,35
36,443,TCP,HTTPS,36
37,443,TCP,HTTPS,37
38,443,TCP,HTTPS,38
39,443,TCP,HTTPS,39
40,21,TCP,FTP,40
41,443,TCP,HTTPS,41
42,443,TCP,HTTPS,42
43,443,TCP,HTTPS,43
44,587,TCP,IMAP4,44
45,443,TCP,HTTPS,45
46,443,TCP,HTTPS,46
47,53,UDP,DNS,47
48,443,TCP,HTTPS,48
49,443,TCP,HTTPS,49
50,443,TCP,HTTPS,50
51,500,TCP,ZABBIX,51
52,3128,TCP,HTTP,52
53,443,TCP,HTTPS,53
54,443,TCP,HTTPS,54
55,443,TCP,HTTPS,55
56,443,TCP,HTTPS,56
57,443,TCP,HTTPS,57
58,443,TCP,HTTPS,58
59,5222,TCP,XMPP,59
60,53,UDP,DNS,60
61,443,TCP,HTTPS,61
62,443,TCP,HTTPS,62
63,443,TCP,HTTPS,63
64,443,TCP,HTTPS,64
65,443,TCP,HTTPS,65
66,53,UDP,DNS,66
67,53,UDP,DNS,67
68,23,UDP,SNMP,68
69,443,TCP,HTTPS,69
