Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,53,UDP,DNS,0
1,443,TCP,HTTPS,1
2,53,UDP,DNS,2
3,443,TCP,HTTPS,3
4,21,TCP,FTP,4
5,443,TCP,HTTPS,5
6,53,UDP,DNS,6
7,443,TCP,HTTPS,7
8,443,TCP,HTTPS,8
9,80,TCP,HTTP,9
10,443,TCP,HTTPS,10
11,443,TCP,HTTPS,11
12,53,UDP,DNS,12
13,53,UDP,DNS,13
14,80,TCP,HTTP,14
15,443,TCP,HTTPS,15
16,80,TCP,HTTP,16
17,443,TCP,HTTPS,17
18,443,TCP,HTTPS,18
19,443,UDP,HTTPS,19
20,443,TCP,HTTPS,20
21,80,UDP,HTTP,21
22,443,TCP,HTTPS,22
23,443,UDP,HTTPS,23
24,21,TCP,FTP,24
25,443,TCP,HTTPS,25
26,443,TCP,HTTPS,26
27,443,TCP,HTTPS,27
28,443,TCP,HTTPS,28
29,443,TCP,HTTPS,29
30,443,TCP,HTTPS,30
31,443,UDP,HTTPS,31
32,21,TCP,FTP,32
33,443,TCP,HTTPS,33
34,10051,TCP,ZABBIX,34
35,80,TCP,HTTP,35
36,443,TCP,HTTPS,36
37,443,TCP,HTTPS,37
38,80,TCP,HTTP,38
39,5222,TCP,XMPP,39
40,443,TCP,HTTPS,40
41,443,TCP,HTTPS,41
42,443,TCP,HTTPS,42
43,5222,TCP,XMPP,43
44,443,TCP,HTTPS,44
45,443,TCP,HTTPS,45
46,443,TCP,HTTPS,46
47,443,TCP,HTTPS,47
48,443,TCP,HTTPS,48
49,443,TCP,HTTPS,49
50,6969,UDP,ACMSODA,50
51,443,TCP,HTTPS,51
52,443,TCP,HTTPS,52
53,443,TCP,HTTPS,53
54,443,TCP,HTTPS,54
55,443,TCP,HTTPS,55
56,587,UDP,HTTPS,56
57,443,TCP,HTTPS,57
58,53,UDP,DNS,58
59,443,TCP,HTTPS,59
60,443,UDP,HTTPS,60
61,443,TCP,HTTPS,61
62,443,TCP,HTTPS,62
63,443,TCP,HTTPS,63
64,53,UDP,DNS,64
65,53,UDP,DNS,65
66,443,TCP,HTTPS,66
67,443,TCP,HTTPS,67
68,443,TCP,HTTPS,68
69,443,TCP,HTTPS,69
70,80,TCP,HTTP,70
71,53,UDP,DNS,71
72,443,TCP,HTTPS,72
73,443,TCP,HTTPS,73
74,80,TCP,HTTP,74
75,443,TCP,HTTPS,75
76,443,TCP,HTTPS,76
77,443,TCP,HTTPS,77
78,443,TCP,HTTPS,78
79,443,TCP,HTTPS,79
80,443,TCP,HTTPS,80
81,21,TCP,FTP,81
82,443,TCP,HTTPS,82
83,443,TCP,HTTPS,83
84,443,TCP,HTTPS,84
85,53,UDP,DNS,85
86,3389,TCP,ZABBIX,86
87,443,TCP,HTTPS,87
88,80,TCP,HTTP,88
89,53,UDP,DNS,89
90,443,TCP,HTTPS,90
91,80,TCP,HTTP,91
92,443,TCP,HTTPS,92
93,53,UDP,DNS,93
94,443,TCP,HTTPS,94
95,80,TCP,HTTP,95
96,443,TCP,HTTPS,96
97,443,TCP,HTTPS,97
98,8000,TCP,XMPP,98
99,443,TCP,HTTPS,99
100,443,TCP,HTTPS,100
101,443,TCP,HTTPS,101
102,443,TCP,HTTPS,102
103,53,UDP,DNS,103
104,53,UDP,DNS,104
105,3128,TCP,HTTP,105
106,21,TCP,FTP,106
107,443,TCP,HTTPS,107
108,443,TCP,HTTPS,108
109,53,UDP,DNS,109
110,443,TCP,HTTPS,110
111,443,TCP,HTTPS,111
112,443,TCP,HTTPS,112
113,443,TCP,HTTPS,113
114,443,TCP,HTTPS,114
115,443,TCP,HTTPS,115
116,80,TCP,HTTP,116
117,53,UDP,DNS,117
118,443,TCP,HTTPS,118
119,53,UDP,HTTP,119
120,443,TCP,HTTPS,120
121,443,TCP,HTTPS,121
122,443,TCP,HTTPS,122
123,80,UDP,HTTP,123
124,6969,UDP,ACMSODA,124
125,161,TCP,RDP,125
126,443,TCP,HTTPS,126
127,443,TCP,HTTPS,127
128,80,TCP,HTTP,128
129,443,TCP,HTTPS,129
130,80,TCP,HTTP,130
131,443,TCP,HTTPS,131
132,443,TCP,HTTPS,132
133,443,TCP,HTTPS,133
134,1344,UDP,DNS,134
135,443,TCP,HTTPS,135
136,443,TCP,HTTPS,136
137,443,TCP,HTTPS,137
138,53,TCP,DNS,138
139,21,TCP,FTP,139
140,443,TCP,HTTPS,140
141,443,TCP,HTTPS,141
142,5222,TCP,XMPP,142
143,53,UDP,DNS,143
144,443,TCP,HTTPS,144
145,5222,TCP,XMPP,145
146,443,TCP,HTTPS,146
147,443,TCP,HTTPS,147
148,53,TCP,DNS,148
149,53,UDP,DNS,149
150,443,TCP,HTTPS,150
151,21,TCP,FTP,151
152,443,TCP,HTTPS,152
153,53,UDP,DNS,153
154,443,TCP,HTTPS,154
155,161,UDP,SNMP,155
156,443,TCP,HTTPS,156
157,443,TCP,HTTPS,157
158,443,TCP,HTTPS,158
159,443,TCP,HTTPS,159
160,443,TCP,HTTPS,160
161,53,UDP,DNS,161
162,443,TCP,HTTPS,162
163,443,TCP,HTTPS,163
164,53,UDP,DNS,164
165,53,UDP,DNS,165
166,53,UDP,DNS,166
167,443,TCP,HTTPS,167
168,443,TCP,HTTPS,168
169,80,TCP,HTTP,169
170,443,TCP,HTTPS,170
171,53,UDP,DNS,171
172,53,UDP,DNS,172
173,443,TCP,HTTPS,173
174,53,UDP,DNS,174
175,6969,TCP,DNS,175
176,443,TCP,HTTPS,176
177,443,TCP,HTTPS,177
178,443,TCP,HTTPS,178
179,443,TCP,HTTPS,179
180,443,TCP,HTTPS,180
181,443,TCP,HTTPS,181
182,443,TCP,HTTPS,182
183,443,TCP,HTTPS,183
184,53,UDP,DNS,184
185,443,TCP,HTTPS,185
186,443,TCP,HTTPS,186
187,443,TCP,HTTPS,187
188,53,UDP,DNS,188
189,80,TCP,HTTP,189
190,6969,UDP,ICAP,190
191,5222,TCP,EMS,191
192,1433,UDP,HTTP,192
193,80,TCP,HTTP,193
194,443,TCP,HTTPS,194
195,443,TCP,HTTPS,195
196,21,TCP,FTP,196
197,53,UDP,DNS,197
198,443,UDP,HTTPS,198
199,443,TCP,HTTPS,199
200,138,TCP,IRDMI,200
201,443,TCP,HTTPS,201
202,53,UDP,DNS,202
203,443,TCP,HTTPS,203
