Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
0,53,UDP,DNS,0
1,443,TCP,HTTPS,1
2,53,UDP,DNS,2
3,443,TCP,HTTPS,3
4,443,TCP,HTTPS,4
5,443,TCP,HTTPS,5
6,443,TCP,HTTPS,6
7,993,TCP,IMAP4,7
8,443,TCP,HTTPS,8
9,443,TCP,HTTPS,9
10,443,TCP,HTTPS,10
11,443,TCP,HTTPS,11
12,443,TCP,HTTPS,12
13,443,TCP,HTTPS,13
14,80,TCP,HTTP,14
15,53,UDP,DNS,15
16,3689,UDP,EMS,16
17,80,TCP,HTTP,17
18,443,UDP,HTTPS,18
19,53,UDP,DNS,19
20,443,TCP,HTTPS,20
21,443,TCP,HTTPS,21
22,443,TCP,HTTPS,22
23,443,TCP,HTTPS,23
24,5222,TCP,XMPP,24
25,21,TCP,FTP,25
26,443,TCP,HTTPS,26
27,53,UDP,DNS,27
28,443,TCP,HTTPS,28
29,443,TCP,HTTPS,29
30,443,TCP,HTTPS,30
31,10051,UDP,TELNET,31
32,443,TCP,HTTPS,32
33,443,TCP,HTTPS,33
34,443,TCP,HTTPS,34
35,443,TCP,HTTPS,35
36,6969,UDP,ACMSODA,36
37,443,TCP,HTTPS,37
38,443,TCP,HTTPS,38
39,443,TCP,HTTPS,39
40,443,TCP,HTTPS,40
41,443,TCP,HTTPS,41
42,443,TCP,HTTPS,42
43,443,UDP,HTTPS,43
44,80,TCP,HTTP,44
45,443,TCP,HTTPS,45
46,443,TCP,HTTPS,46
47,443,TCP,HTTPS,47
48,443,TCP,HTTPS,48
49,9100,TCP,HPSERVICE,49
50,443,TCP,HTTPS,50
51,443,TCP,HTTPS,51
52,443,TCP,HTTPS,52
53,443,TCP,HTTPS,53
54,443,TCP,HTTPS,54
55,443,TCP,HTTPS,55
56,443,TCP,HTTPS,56
57,443,TCP,HTTPS,57
58,53,UDP,DNS,58
59,443,TCP,HTTPS,59
60,53,UDP,DNS,60
61,53,UDP,DNS,61
62,443,UDP,HTTPS,62
63,443,TCP,HTTPS,63
64,443,TCP,HTTPS,64
65,443,TCP,HTTPS,65
66,443,TCP,HTTPS,66
67,443,TCP,HTTPS,67
68,53,UDP,DNS,68
69,443,TCP,HTTPS,69
70,443,TCP,HTTPS,70
71,21,TCP,SNMP,71
72,21,TCP,FTP,72
73,443,TCP,HTTPS,73
74,443,UDP,HTTPS,74
75,80,TCP,HTTP,75
76,21,TCP,FTP,76
77,21,TCP,FTP,77
78,80,TCP,HTTP,78
79,443,TCP,HTTPS,79
80,443,TCP,HTTPS,80
81,443,TCP,HTTPS,81
82,53,UDP,DNS,82
83,443,TCP,HTTPS,83
84,443,TCP,HTTPS,84
85,443,TCP,HTTPS,85
86,443,TCP,HTTPS,86
87,443,UDP,HTTPS,87
88,443,TCP,HTTPS,88
89,443,TCP,HTTPS,89
90,443,TCP,HTTPS,90
91,443,TCP,HTTPS,91
92,443,TCP,HTTPS,92
93,443,TCP,HTTPS,93
94,443,TCP,HTTPS,94
95,443,TCP,HTTPS,95
96,53,UDP,DNS,96
97,443,TCP,HTTPS,97
98,53,TCP,DNS,98
99,443,TCP,HTTPS,99
100,53,UDP,DNS,100
101,443,TCP,HTTPS,101
102,443,TCP,HTTPS,102
103,443,TCP,HTTPS,103
104,443,TCP,HTTPS,104
105,443,TCP,HTTPS,105
106,443,TCP,HTTPS,106
107,443,TCP,HTTPS,107
108,443,TCP,HTTPS,108
109,443,TCP,HTTPS,109
110,443,TCP,HTTPS,110
111,3128,TCP,HTTP,111
112,53,UDP,DNS,112
113,443,TCP,HTTPS,113
114,5900,TCP,ISAKMP,114
115,443,TCP,HTTPS,115
116,443,TCP,HTTPS,116
117,53,UDP,DNS,117
118,443,TCP,HTTPS,118
119,443,TCP,HTTPS,119
120,443,TCP,HTTPS,120
121,443,TCP,HTTPS,121
122,443,TCP,HTTPS,122
123,443,TCP,HTTPS,123
124,443,TCP,HTTPS,124
125,443,TCP,HTTPS,125
126,443,TCP,HTTPS,126
127,443,TCP,HTTPS,127
128,21,TCP,FTP,128
129,80,TCP,HTTP,129
130,443,TCP,HTTPS,130
131,443,TCP,HTTPS,131
132,80,TCP,HTTP,132
133,443,TCP,HTTPS,133
134,443,TCP,HTTPS,134
135,443,TCP,HTTPS,135
136,5222,TCP,XMPP,136
137,443,TCP,HTTPS,137
138,443,TCP,HTTPS,138
139,53,UDP,DNS,139
140,443,TCP,HTTPS,140
141,80,TCP,HTTP,141
142,443,UDP,HTTPS,142
143,443,TCP,HTTPS,143
144,443,TCP,HTTPS,144
145,1433,UDP,TELNET,145
146,21,TCP,FTP,146
147,53,UDP,DNS,147
148,53,UDP,DNS,148
149,443,TCP,HTTPS,149
150,21,TCP,FTP,150
151,443,TCP,HTTPS,151
152,3128,TCP,HTTP,152
153,443,TCP,HTTPS,153
154,443,TCP,HTTPS,154
155,443,TCP,HTTPS,155
156,443,TCP,HTTPS,156
157,22,UDP,ICAP,157
158,80,TCP,HTTP,158
159,443,TCP,HTTPS,159
160,443,TCP,HTTPS,160
161,443,TCP,HTTPS,161
162,6969,UDP,SIP,162
163,443,TCP,HTTPS,163
164,443,TCP,HTTPS,164
165,443,TCP,HTTPS,165
166,443,TCP,HTTPS,166
167,53,UDP,DNS,167
168,443,UDP,HTTPS,168
169,443,TCP,HTTPS,169
170,443,TCP,HTTPS,170
171,443,TCP,HTTPS,171
172,53,UDP,DNS,172
173,21,TCP,FTP,173
174,443,TCP,HTTPS,174
175,443,TCP,HTTPS,175
176,443,TCP,HTTPS,176
177,3128,UDP,ZABBIX,177
178,443,TCP,HTTPS,178
179,5222,TCP,XMPP,179
180,443,UDP,HTTPS,180
181,53,UDP,DNS,181
182,443,TCP,HTTPS,182
183,443,TCP,HTTPS,183
184,443,TCP,HTTPS,184
185,443,TCP,HTTPS,185
186,443,TCP,HTTPS,186
187,443,TCP,HTTPS,187
188,443,TCP,HTTPS,188
189,443,TCP,HTTPS,189
190,80,TCP,HTTP,190
191,443,TCP,HTTPS,191
192,443,TCP,HTTPS,192
193,3128,TCP,HTTP,193
194,21,TCP,FTP,194
195,443,UDP,HTTPS,195
196,443,TCP,HTTPS,196
197,443,TCP,HTTPS,197
198,443,TCP,HTTPS,198
199,443,TCP,HTTPS,199
200,443,TCP,HTTPS,200
201,443,TCP,HTTPS,201
